title,val_mae,val_rmse,val_r2
Base Model,12.761535469363883,15.768758717237437,0.7084812832625861
Feature Selection,13.21596998779344,16.653691105085674,0.6748435018032446
5-Fold Cross-Validation,14.222732010598445,18.394511866597565,0.5861415077412638
Leave-One-Person-Out Cross-Validation,22.796487479802042,27.743148166645,-0.3053650673733582
Bootstrap Resampling,14.45642148240064,18.37214228844355,0.604277241125221
Person ID-based Split,25.720255807414713,30.960224143059477,-0.4439926294578074
